"DepHour","Origin","OrigLong","OrigLat","ArrHour","Dest","DestLong","DestLat","n"
"20","DAY",-84.21,39.90,"21","LGA",-73.87,40.77,77
"20","DAY",-84.21,39.90,"22","MCO",-81.30,28.42,51
"08","DAY",-84.21,39.90,"10","MCO",-81.30,28.42,89
"18","DAY",-84.21,39.90,"19","PHL",-75.24,39.87,26
"08","DAY",-84.21,39.90,"09","LGA",-73.87,40.77,91
"16","DAY",-84.21,39.90,"19","MIA",-80.29,25.79,91
"11","DAY",-84.21,39.90,"13","LGA",-73.87,40.77,92
"17","DAY",-84.21,39.90,"18","PHL",-75.24,39.87,49
"17","DAY",-84.21,39.90,"17","MSP",-93.22,44.88,83
"16","DAY",-84.21,39.90,"18","LGA",-73.87,40.77,89
"08","DAY",-84.21,39.90,"09","LAX",-118.40,33.94,66
"08","DAY",-84.21,39.90,"09","PHL",-75.24,39.87,181
"07","DAY",-84.21,39.90,"08","ORD",-87.90,41.97,15
"11","DAY",-84.21,39.90,"13","MCO",-81.30,28.42,91
"16","DAY",-84.21,39.90,"17","PHL",-75.24,39.87,92
"08","DAY",-84.21,39.90,"10","LAX",-118.40,33.94,23
"10","DAY",-84.21,39.90,"10","ORD",-87.90,41.97,72
"08","DAY",-84.21,39.90,"09","ORD",-87.90,41.97,90
"08","DAY",-84.21,39.90,"08","MSP",-93.22,44.88,31
"22","DAY",-84.21,39.90,"22","LAN",-84.58,42.77,92
"13","DAY",-84.21,39.90,"14","LAN",-84.58,42.77,91
"09","DAY",-84.21,39.90,"09","LAN",-84.58,42.77,86
"08","DCA",-77.03,38.85,"09","STL",-90.37,38.74,22
"08","DCA",-77.03,38.85,"10","STL",-90.37,38.74,63
"09","DCA",-77.03,38.85,"10","ROC",-77.67,43.11,87
"07","DCA",-77.03,38.85,"09","RDU",-78.78,35.87,1
"11","DCA",-77.03,38.85,"13","TPA",-82.53,27.97,65
"19","DCA",-77.03,38.85,"21","TPA",-82.53,27.97,15
"14","DCA",-77.03,38.85,"16","TPA",-82.53,27.97,73
"20","DCA",-77.03,38.85,"21","RDU",-78.78,35.87,78
"17","DCA",-77.03,38.85,"18","RDU",-78.78,35.87,130
"18","DCA",-77.03,38.85,"18","RDU",-78.78,35.87,37
"14","DCA",-77.03,38.85,"17","TPA",-82.53,27.97,17
"06","DCA",-77.03,38.85,"08","STL",-90.37,38.74,51
"07","DCA",-77.03,38.85,"08","PIT",-80.23,40.49,75
"12","DCA",-77.03,38.85,"13","PIT",-80.23,40.49,90
"14","DCA",-77.03,38.85,"15","RDU",-78.78,35.87,91
"07","DCA",-77.03,38.85,"08","RDU",-78.78,35.87,177
"06","DCA",-77.03,38.85,"07","STL",-90.37,38.74,21
"11","DCA",-77.03,38.85,"12","PIT",-80.23,40.49,16
"10","DCA",-77.03,38.85,"12","TPA",-82.53,27.97,15
"11","DCA",-77.03,38.85,"12","ROC",-77.67,43.11,31
"17","DCA",-77.03,38.85,"19","ROC",-77.67,43.11,25
"08","DCA",-77.03,38.85,"09","PIT",-80.23,40.49,89
"09","DCA",-77.03,38.85,"10","STL",-90.37,38.74,86
"12","DCA",-77.03,38.85,"13","ROC",-77.67,43.11,57
"17","DCA",-77.03,38.85,"18","ROC",-77.67,43.11,50
"12","DCA",-77.03,38.85,"13","RDU",-78.78,35.87,92
"08","DCA",-77.03,38.85,"10","SDF",-85.73,38.17,87
"12","DCA",-77.03,38.85,"13","STL",-90.37,38.74,147
"09","DCA",-77.03,38.85,"10","RDU",-78.78,35.87,89
"20","DCA",-77.03,38.85,"21","SYR",-76.10,43.11,71
"20","DCA",-77.03,38.85,"21","PVD",-71.42,41.73,138
"14","DCA",-77.03,38.85,"15","SYR",-76.10,43.11,43
"15","DCA",-77.03,38.85,"16","PIT",-80.23,40.49,59
"10","DCA",-77.03,38.85,"11","PVD",-71.42,41.73,29
"09","DCA",-77.03,38.85,"10","PVD",-71.42,41.73,76
"18","DCA",-77.03,38.85,"19","SYR",-76.10,43.11,77
"20","DCA",-77.03,38.85,"21","STL",-90.37,38.74,81
"19","DCA",-77.03,38.85,"20","SDF",-85.73,38.17,88
"18","DCA",-77.03,38.85,"19","PIT",-80.23,40.49,89
"15","DCA",-77.03,38.85,"17","STL",-90.37,38.74,32
"17","DCA",-77.03,38.85,"18","PIT",-80.23,40.49,61
"18","DCA",-77.03,38.85,"18","PIT",-80.23,40.49,31
"16","DCA",-77.03,38.85,"17","STL",-90.37,38.74,22
"13","DCA",-77.03,38.85,"14","SYR",-76.10,43.11,91
"13","DCA",-77.03,38.85,"14","RDU",-78.78,35.87,90
"21","DCA",-77.03,38.85,"22","PVD",-71.42,41.73,12
"11","DCA",-77.03,38.85,"12","PVD",-71.42,41.73,124
"14","DCA",-77.03,38.85,"15","PIT",-80.23,40.49,73
"15","DCA",-77.03,38.85,"16","STL",-90.37,38.74,10
"15","DCA",-77.03,38.85,"16","SYR",-76.10,43.11,137
"09","DCA",-77.03,38.85,"10","SYR",-76.10,43.11,90
"15","DCA",-77.03,38.85,"16","PVD",-71.42,41.73,92
"16","DCA",-77.03,38.85,"18","STL",-90.37,38.74,203
"08","DCA",-77.03,38.85,"09","SYR",-76.10,43.11,92
"16","DCA",-77.03,38.85,"16","PIT",-80.23,40.49,30
"19","DCA",-77.03,38.85,"20","STL",-90.37,38.74,69
"15","DCA",-77.03,38.85,"17","PVD",-71.42,41.73,80
"18","DCA",-77.03,38.85,"19","EWR",-74.16,40.69,86
"16","DCA",-77.03,38.85,"18","BOS",-71.00,42.36,77
"07","DCA",-77.03,38.85,"08","GSO",-79.93,36.09,90
"09","DCA",-77.03,38.85,"10","ATL",-84.42,33.63,91
"20","DCA",-77.03,38.85,"21","CMH",-82.89,39.99,57
"12","DCA",-77.03,38.85,"14","ATL",-84.42,33.63,90
"06","DCA",-77.03,38.85,"09","DFW",-97.03,32.89,15
"18","DCA",-77.03,38.85,"20","CLE",-81.84,41.41,24
"20","DCA",-77.03,38.85,"22","CVG",-84.66,39.04,16
"11","DCA",-77.03,38.85,"12","BOS",-71.00,42.36,174
"14","DCA",-77.03,38.85,"16","DTW",-83.35,42.21,88
"10","DCA",-77.03,38.85,"11","BOS",-71.00,42.36,85
"07","DCA",-77.03,38.85,"08","DTW",-83.35,42.21,43
"08","DCA",-77.03,38.85,"10","DTW",-83.35,42.21,91
"08","DCA",-77.03,38.85,"09","BNA",-86.67,36.12,92
"12","DCA",-77.03,38.85,"15","DFW",-97.03,32.89,90
"10","DCA",-77.03,38.85,"11","CLE",-81.84,41.41,90
"13","DCA",-77.03,38.85,"14","EWR",-74.16,40.69,74
"09","DCA",-77.03,38.85,"10","EWR",-74.16,40.69,73
"16","DCA",-77.03,38.85,"18","ATL",-84.42,33.63,41
"16","DCA",-77.03,38.85,"17","ATL",-84.42,33.63,82
"21","DCA",-77.03,38.85,"22","CVG",-84.66,39.04,66
"19","DCA",-77.03,38.85,"20","EWR",-74.16,40.69,74
"06","DCA",-77.03,38.85,"07","BOS",-71.00,42.36,87
"20","DCA",-77.03,38.85,"21","DAY",-84.21,39.90,91
"15","DCA",-77.03,38.85,"16","DAY",-84.21,39.90,89
"20","DCA",-77.03,38.85,"21","EWR",-74.16,40.69,73
"10","DCA",-77.03,38.85,"11","EWR",-74.16,40.69,87
"11","DCA",-77.03,38.85,"13","DAY",-84.21,39.90,92
"18","DCA",-77.03,38.85,"18","BNA",-86.67,36.12,73
"13","DCA",-77.03,38.85,"14","GSO",-79.93,36.09,89
"17","DCA",-77.03,38.85,"18","EWR",-74.16,40.69,88
"14","DCA",-77.03,38.85,"16","DFW",-97.03,32.89,88
"16","DCA",-77.03,38.85,"17","CVG",-84.66,39.04,71
"19","DCA",-77.03,38.85,"21","DFW",-97.03,32.89,91
"18","DCA",-77.03,38.85,"19","BNA",-86.67,36.12,12
"07","DCA",-77.03,38.85,"08","ATL",-84.42,33.63,60
"17","DCA",-77.03,38.85,"18","GSO",-79.93,36.09,92
"09","DCA",-77.03,38.85,"10","BOS",-71.00,42.36,81
"07","DCA",-77.03,38.85,"10","DFW",-97.03,32.89,92
"07","DCA",-77.03,38.85,"09","DFW",-97.03,32.89,27
"07","DCA",-77.03,38.85,"08","CVG",-84.66,39.04,87
"21","DCA",-77.03,38.85,"22","EWR",-74.16,40.69,63
"11","DCA",-77.03,38.85,"12","CLT",-80.94,35.21,92
"11","DCA",-77.03,38.85,"13","ATL",-84.42,33.63,83
"15","DCA",-77.03,38.85,"17","DFW",-97.03,32.89,90
"18","DCA",-77.03,38.85,"20","DFW",-97.03,32.89,90
"17","DCA",-77.03,38.85,"18","BOS",-71.00,42.36,245
"17","DCA",-77.03,38.85,"19","BOS",-71.00,42.36,86
"17","DCA",-77.03,38.85,"18","CRW",-81.59,38.37,75
"08","DCA",-77.03,38.85,"09","CLT",-80.94,35.21,90
"07","DCA",-77.03,38.85,"09","ATL",-84.42,33.63,87
"11","DCA",-77.03,38.85,"12","ATL",-84.42,33.63,85
"08","DCA",-77.03,38.85,"09","BOS",-71.00,42.36,143
"10","DCA",-77.03,38.85,"12","DTW",-83.35,42.21,67
"15","DCA",-77.03,38.85,"17","DTW",-83.35,42.21,74
"14","DCA",-77.03,38.85,"15","EWR",-74.16,40.69,83
"10","DCA",-77.03,38.85,"11","CLT",-80.94,35.21,92
"07","DCA",-77.03,38.85,"08","BOS",-71.00,42.36,146
"11","DCA",-77.03,38.85,"12","EWR",-74.16,40.69,72
"12","DCA",-77.03,38.85,"13","CLT",-80.94,35.21,91
"06","DCA",-77.03,38.85,"08","DTW",-83.35,42.21,46
"08","DCA",-77.03,38.85,"09","EWR",-74.16,40.69,65
"10","DCA",-77.03,38.85,"11","CRW",-81.59,38.37,89
"19","DCA",-77.03,38.85,"20","BOS",-71.00,42.36,153
"21","DCA",-77.03,38.85,"22","ATL",-84.42,33.63,94
"06","DCA",-77.03,38.85,"08","DFW",-97.03,32.89,76
"08","DCA",-77.03,38.85,"09","BUF",-78.73,42.94,31
"20","DCA",-77.03,38.85,"22","ATL",-84.42,33.63,61
"18","DCA",-77.03,38.85,"19","CLT",-80.94,35.21,92
"18","DCA",-77.03,38.85,"20","ATL",-84.42,33.63,83
"13","DCA",-77.03,38.85,"14","ALB",-73.80,42.74,72
"14","DCA",-77.03,38.85,"15","BOS",-71.00,42.36,72
"19","DCA",-77.03,38.85,"20","DTW",-83.35,42.21,71
"12","DCA",-77.03,38.85,"13","EWR",-74.16,40.69,63
"10","DCA",-77.03,38.85,"12","FLL",-80.15,26.07,80
"12","DCA",-77.03,38.85,"13","BOS",-71.00,42.36,136
"17","DCA",-77.03,38.85,"19","ATL",-84.42,33.63,83
"19","DCA",-77.03,38.85,"20","CLE",-81.84,41.41,15
"16","DCA",-77.03,38.85,"17","BWI",-76.66,39.17,1
"13","DCA",-77.03,38.85,"15","ATL",-84.42,33.63,84
"17","DCA",-77.03,38.85,"18","ATL",-84.42,33.63,40
"08","DCA",-77.03,38.85,"09","CMH",-82.89,39.99,70
"09","DCA",-77.03,38.85,"10","DFW",-97.03,32.89,73
"07","DCA",-77.03,38.85,"08","EWR",-74.16,40.69,62
"21","DCA",-77.03,38.85,"22","BOS",-71.00,42.36,58
"08","DCA",-77.03,38.85,"08","ATL",-84.42,33.63,1
"07","DCA",-77.03,38.85,"08","CLE",-81.84,41.41,78
"18","DCA",-77.03,38.85,"19","CLE",-81.84,41.41,112
"16","DCA",-77.03,38.85,"17","EWR",-74.16,40.69,73
"12","DCA",-77.03,38.85,"13","DTW",-83.35,42.21,85
"21","DCA",-77.03,38.85,"21","BOS",-71.00,42.36,1
"18","DCA",-77.03,38.85,"19","BOS",-71.00,42.36,77
"08","DCA",-77.03,38.85,"09","ATL",-84.42,33.63,1
"13","DCA",-77.03,38.85,"14","BOS",-71.00,42.36,108
"08","DCA",-77.03,38.85,"10","BUF",-78.73,42.94,57
"08","DCA",-77.03,38.85,"10","ATL",-84.42,33.63,79
"17","DCA",-77.03,38.85,"18","DTW",-83.35,42.21,87
"09","DCA",-77.03,38.85,"10","CMH",-82.89,39.99,89
"12","DCA",-77.03,38.85,"13","BNA",-86.67,36.12,91
"16","DCA",-77.03,38.85,"17","BDL",-72.68,41.93,87
"20","DCA",-77.03,38.85,"21","BUF",-78.73,42.94,74
"13","DCA",-77.03,38.85,"14","CMH",-82.89,39.99,92
"19","DCA",-77.03,38.85,"21","ATL",-84.42,33.63,75
"08","DCA",-77.03,38.85,"09","CLE",-81.84,41.41,76
"13","DCA",-77.03,38.85,"14","BDL",-72.68,41.93,91
"14","DCA",-77.03,38.85,"15","CLE",-81.84,41.41,90
"20","DCA",-77.03,38.85,"21","BDL",-72.68,41.93,45
"16","DCA",-77.03,38.85,"17","CLT",-80.94,35.21,89
"17","DCA",-77.03,38.85,"19","DFW",-97.03,32.89,89
"20","DCA",-77.03,38.85,"21","BOS",-71.00,42.36,9
"14","DCA",-77.03,38.85,"16","CLE",-81.84,41.41,60
"14","DCA",-77.03,38.85,"16","ATL",-84.42,33.63,166
"14","DCA",-77.03,38.85,"16","BOS",-71.00,42.36,57
"15","DCA",-77.03,38.85,"16","BOS",-71.00,42.36,112
"14","DCA",-77.03,38.85,"15","BUF",-78.73,42.94,73
"14","DCA",-77.03,38.85,"15","ALB",-73.80,42.74,5
"16","DCA",-77.03,38.85,"18","CVG",-84.66,39.04,16
"19","DCA",-77.03,38.85,"20","CMH",-82.89,39.99,97
"15","DCA",-77.03,38.85,"16","EWR",-74.16,40.69,85
"13","DCA",-77.03,38.85,"13","EWR",-74.16,40.69,16
"07","DCA",-77.03,38.85,"08","DAY",-84.21,39.90,76
"21","DCA",-77.03,38.85,"22","BDL",-72.68,41.93,26
"09","DCA",-77.03,38.85,"10","BDL",-72.68,41.93,90
"12","DCA",-77.03,38.85,"12","EWR",-74.16,40.69,12
"15","DCA",-77.03,38.85,"16","CLE",-81.84,41.41,29
"09","DCA",-77.03,38.85,"11","DFW",-97.03,32.89,15
"10","DCA",-77.03,38.85,"12","CVG",-84.66,39.04,91
"16","DCA",-77.03,38.85,"17","ALB",-73.80,42.74,89
"19","DCA",-77.03,38.85,"19","IAD",-77.45,38.94,1
"20","DCA",-77.03,38.85,"21","IAH",-95.34,29.98,8
"19","DCA",-77.03,38.85,"21","MSP",-93.22,44.88,82
"12","DCA",-77.03,38.85,"13","LGA",-73.87,40.77,109
"11","DCA",-77.03,38.85,"13","MSY",-90.25,29.99,11
"14","DCA",-77.03,38.85,"16","MIA",-80.29,25.79,79
"07","DCA",-77.03,38.85,"08","LGA",-73.87,40.77,79
"12","DCA",-77.03,38.85,"12","IND",-86.29,39.71,19
"10","DCA",-77.03,38.85,"12","MSY",-90.25,29.99,43
"10","DCA",-77.03,38.85,"11","MSY",-90.25,29.99,20
"08","DCA",-77.03,38.85,"10","MSY",-90.25,29.99,1
"10","DCA",-77.03,38.85,"10","PHL",-75.24,39.87,1
"11","DCA",-77.03,38.85,"12","IND",-86.29,39.71,59
"12","DCA",-77.03,38.85,"13","IND",-86.29,39.71,10
"20","DCA",-77.03,38.85,"22","MIA",-80.29,25.79,112
"12","DCA",-77.03,38.85,"14","IND",-86.29,39.71,1
"07","DCA",-77.03,38.85,"07","ORD",-87.90,41.97,89
"20","DCA",-77.03,38.85,"21","MIA",-80.29,25.79,1
"10","DCA",-77.03,38.85,"11","ORD",-87.90,41.97,58
"18","DCA",-77.03,38.85,"19","IND",-86.29,39.71,54
"08","DCA",-77.03,38.85,"09","ISP",-73.10,40.79,78
"10","DCA",-77.03,38.85,"10","ORD",-87.90,41.97,30
"08","DCA",-77.03,38.85,"09","ORD",-87.90,41.97,62
"07","DCA",-77.03,38.85,"07","IND",-86.29,39.71,24
"07","DCA",-77.03,38.85,"08","MSP",-93.22,44.88,89
"09","DCA",-77.03,38.85,"09","ORD",-87.90,41.97,77
"16","DCA",-77.03,38.85,"18","PBI",-80.09,26.68,81
"17","DCA",-77.03,38.85,"18","LGA",-73.87,40.77,135
"11","DCA",-77.03,38.85,"11","ORD",-87.90,41.97,87
"15","DCA",-77.03,38.85,"15","LGA",-73.87,40.77,90
"20","DCA",-77.03,38.85,"21","ISP",-73.10,40.79,72
"20","DCA",-77.03,38.85,"20","LGA",-73.87,40.77,91
"18","DCA",-77.03,38.85,"20","PBI",-80.09,26.68,86
"19","DCA",-77.03,38.85,"19","LGA",-73.87,40.77,17
"19","DCA",-77.03,38.85,"20","LGA",-73.87,40.77,164
"16","DCA",-77.03,38.85,"17","LGA",-73.87,40.77,92
"16","DCA",-77.03,38.85,"16","LGA",-73.87,40.77,91
"16","DCA",-77.03,38.85,"17","PBI",-80.09,26.68,1
"07","DCA",-77.03,38.85,"08","IND",-86.29,39.71,67
"18","DCA",-77.03,38.85,"18","IND",-86.29,39.71,20
"14","DCA",-77.03,38.85,"14","LGA",-73.87,40.77,90
"18","DCA",-77.03,38.85,"19","LGA",-73.87,40.77,181
"18","DCA",-77.03,38.85,"21","MIA",-80.29,25.79,29
"12","DCA",-77.03,38.85,"13","MSP",-93.22,44.88,87
"17","DCA",-77.03,38.85,"17","LGA",-73.87,40.77,46
"14","DCA",-77.03,38.85,"15","LGA",-73.87,40.77,92
"21","DCA",-77.03,38.85,"22","LGA",-73.87,40.77,74
"16","DCA",-77.03,38.85,"17","MSP",-93.22,44.88,55
"20","DCA",-77.03,38.85,"21","LGA",-73.87,40.77,91
"09","DCA",-77.03,38.85,"10","ORD",-87.90,41.97,89
"15","DCA",-77.03,38.85,"16","LGA",-73.87,40.77,88
"17","DCA",-77.03,38.85,"18","MSP",-93.22,44.88,91
"09","DCA",-77.03,38.85,"11","MSP",-93.22,44.88,89
"21","DCA",-77.03,38.85,"21","LGA",-73.87,40.77,16
"16","DCA",-77.03,38.85,"18","MSP",-93.22,44.88,30
"08","DCA",-77.03,38.85,"08","ORD",-87.90,41.97,30
"11","DCA",-77.03,38.85,"12","ORD",-87.90,41.97,83
"08","DCA",-77.03,38.85,"08","IAD",-77.45,38.94,31
"09","DCA",-77.03,38.85,"10","LEX",-84.60,38.03,77
"11","DCA",-77.03,38.85,"13","MCO",-81.30,28.42,60
"20","DCA",-77.03,38.85,"22","JFK",-73.77,40.63,25
"10","DCA",-77.03,38.85,"11","MEM",-89.97,35.04,89
"18","DCA",-77.03,38.85,"19","ORD",-87.90,41.97,85
"12","DCA",-77.03,38.85,"14","IAH",-95.34,29.98,89
"10","DCA",-77.03,38.85,"10","IAD",-77.45,38.94,24
"14","DCA",-77.03,38.85,"15","JFK",-73.77,40.63,84
"20","DCA",-77.03,38.85,"21","JFK",-73.77,40.63,27
"10","DCA",-77.03,38.85,"11","MIA",-80.29,25.79,1
"08","DCA",-77.03,38.85,"10","MIA",-80.29,25.79,81
"18","DCA",-77.03,38.85,"20","JFK",-73.77,40.63,55
"08","DCA",-77.03,38.85,"09","MIA",-80.29,25.79,2
"07","DCA",-77.03,38.85,"09","IAH",-95.34,29.98,73
"09","DCA",-77.03,38.85,"09","ORF",-76.20,36.89,88
"16","DCA",-77.03,38.85,"17","JFK",-73.77,40.63,86
"19","DCA",-77.03,38.85,"21","IAH",-95.34,29.98,57
"17","DCA",-77.03,38.85,"18","JFK",-73.77,40.63,84
"12","DCA",-77.03,38.85,"14","MCI",-94.71,39.29,83
"12","DCA",-77.03,38.85,"12","LGA",-73.87,40.77,74
"14","DCA",-77.03,38.85,"14","ORD",-87.90,41.97,91
"07","DCA",-77.03,38.85,"07","IAD",-77.45,38.94,27
"12","DCA",-77.03,38.85,"12","ORD",-87.90,41.97,75
"13","DCA",-77.03,38.85,"14","ORD",-87.90,41.97,91
"17","DCA",-77.03,38.85,"19","MCI",-94.71,39.29,86
"15","DCA",-77.03,38.85,"15","ORD",-87.90,41.97,89
"13","DCA",-77.03,38.85,"13","ORD",-87.90,41.97,87
"07","DCA",-77.03,38.85,"08","IAD",-77.45,38.94,26
"16","DCA",-77.03,38.85,"18","IAH",-95.34,29.98,86
"18","DCA",-77.03,38.85,"19","MEM",-89.97,35.04,88
"13","DCA",-77.03,38.85,"15","MIA",-80.29,25.79,92
"16","DCA",-77.03,38.85,"16","MIA",-80.29,25.79,1
"13","DCA",-77.03,38.85,"14","MEM",-89.97,35.04,90
"20","DCA",-77.03,38.85,"21","ORD",-87.90,41.97,142
"07","DCA",-77.03,38.85,"09","MCO",-81.30,28.42,71
"12","DCA",-77.03,38.85,"14","MIA",-80.29,25.79,14
"07","DCA",-77.03,38.85,"08","MEM",-89.97,35.04,49
"10","DCA",-77.03,38.85,"12","MIA",-80.29,25.79,86
"17","DCA",-77.03,38.85,"18","ORD",-87.90,41.97,91
"17","DCA",-77.03,38.85,"17","MCI",-94.71,39.29,1
"15","DCA",-77.03,38.85,"17","MCO",-81.30,28.42,84
"07","DCA",-77.03,38.85,"08","ORD",-87.90,41.97,88
"21","DCA",-77.03,38.85,"23","MCO",-81.30,28.42,68
"10","DCA",-77.03,38.85,"11","ORF",-76.20,36.89,80
"19","DCA",-77.03,38.85,"21","MSY",-90.25,29.99,14
"06","DCA",-77.03,38.85,"08","MEM",-89.97,35.04,28
"09","DCA",-77.03,38.85,"10","LGA",-73.87,40.77,164
"16","DCA",-77.03,38.85,"19","MIA",-80.29,25.79,78
"11","DCA",-77.03,38.85,"12","LGA",-73.87,40.77,121
"10","DCA",-77.03,38.85,"10","LGA",-73.87,40.77,91
"18","DCA",-77.03,38.85,"20","MCO",-81.30,28.42,59
"19","DCA",-77.03,38.85,"20","MSY",-90.25,29.99,56
"12","DCA",-77.03,38.85,"14","MCO",-81.30,28.42,27
"19","DCA",-77.03,38.85,"20","ORD",-87.90,41.97,72
"16","DCA",-77.03,38.85,"17","ORD",-87.90,41.97,138
"16","DCA",-77.03,38.85,"16","ORD",-87.90,41.97,26
"16","DCA",-77.03,38.85,"18","MIA",-80.29,25.79,3
"07","DCA",-77.03,38.85,"07","LGA",-73.87,40.77,60
"07","DCA",-77.03,38.85,"09","MCI",-94.71,39.29,87
"08","DCA",-77.03,38.85,"09","MCO",-81.30,28.42,37
"06","DCA",-77.03,38.85,"07","LGA",-73.87,40.77,64
"20","DCA",-77.03,38.85,"20","ORD",-87.90,41.97,30
"09","DCA",-77.03,38.85,"09","LGA",-73.87,40.77,17
"08","DCA",-77.03,38.85,"10","MCO",-81.30,28.42,16
"15","DCA",-77.03,38.85,"16","MCO",-81.30,28.42,1
"11","DCA",-77.03,38.85,"11","LGA",-73.87,40.77,60
"20","DCA",-77.03,38.85,"20","ORF",-76.20,36.89,82
"08","DCA",-77.03,38.85,"09","LGA",-73.87,40.77,153
"20","DCA",-77.03,38.85,"21","MSY",-90.25,29.99,10
"13","DCA",-77.03,38.85,"14","LGA",-73.87,40.77,184
"13","DCA",-77.03,38.85,"14","JFK",-73.77,40.63,76
"10","DCA",-77.03,38.85,"11","LGA",-73.87,40.77,91
"17","DEN",-104.67,39.86,"17","SEA",-122.30,47.44,1
"20","DEN",-104.67,39.86,"21","PSP",-116.50,33.82,91
"10","DEN",-104.67,39.86,"15","TPA",-82.53,27.97,90
"18","DEN",-104.67,39.86,"20","PHX",-112.01,33.43,63
"19","DEN",-104.67,39.86,"22","SGF",-93.38,37.24,84
"17","DEN",-104.67,39.86,"19","PSP",-116.50,33.82,73
"09","DEN",-104.67,39.86,"12","STL",-90.37,38.74,87
"14","DEN",-104.67,39.86,"16","PHX",-112.01,33.43,62
"19","DEN",-104.67,39.86,"21","TUL",-95.88,36.19,80
"15","DEN",-104.67,39.86,"20","TPA",-82.53,27.97,6
"17","DEN",-104.67,39.86,"19","TUS",-110.94,32.11,58
"17","DEN",-104.67,39.86,"19","SLC",-111.97,40.78,17
"14","DEN",-104.67,39.86,"16","SFO",-122.37,37.61,77
"13","DEN",-104.67,39.86,"16","STL",-90.37,38.74,59
"14","DEN",-104.67,39.86,"15","SLC",-111.97,40.78,74
"14","DEN",-104.67,39.86,"15","SEA",-122.30,47.44,90
"21","DEN",-104.67,39.86,"22","SLC",-111.97,40.78,86
"11","DEN",-104.67,39.86,"14","STL",-90.37,38.74,173
"10","DEN",-104.67,39.86,"12","SEA",-122.30,47.44,89
"10","DEN",-104.67,39.86,"13","TUL",-95.88,36.19,78
"10","DEN",-104.67,39.86,"14","STL",-90.37,38.74,11
"19","DEN",-104.67,39.86,"20","SLC",-111.97,40.78,87
"21","DEN",-104.67,39.86,"01","STL",-90.37,38.74,15
"19","DEN",-104.67,39.86,"22","STL",-90.37,38.74,84
"21","DEN",-104.67,39.86,"22","SFO",-122.37,37.61,83
"08","DEN",-104.67,39.86,"10","SJC",-121.92,37.36,89
"12","DEN",-104.67,39.86,"13","SBA",-119.83,34.42,87
"16","DEN",-104.67,39.86,"20","PIT",-80.23,40.49,87
"13","DEN",-104.67,39.86,"15","STL",-90.37,38.74,22
"13","DEN",-104.67,39.86,"14","SLC",-111.97,40.78,2
"17","DEN",-104.67,39.86,"19","SNA",-117.86,33.67,86
"17","DEN",-104.67,39.86,"19","SBA",-119.83,34.42,85
"17","DEN",-104.67,39.86,"19","RNO",-119.76,39.49,15
"17","DEN",-104.67,39.86,"18","SBA",-119.83,34.42,86
"15","DEN",-104.67,39.86,"18","TUL",-95.88,36.19,90
"10","DEN",-104.67,39.86,"13","STL",-90.37,38.74,70
"09","DEN",-104.67,39.86,"10","SFO",-122.37,37.61,177
"17","DEN",-104.67,39.86,"18","SEA",-122.30,47.44,87
"09","DEN",-104.67,39.86,"10","RNO",-119.76,39.49,1
"07","DEN",-104.67,39.86,"12","PIT",-80.23,40.49,92
"06","DEN",-104.67,39.86,"09","STL",-90.37,38.74,76
"16","DEN",-104.67,39.86,"18","PHX",-112.01,33.43,67
"20","DEN",-104.67,39.86,"22","PHX",-112.01,33.43,112
"09","DEN",-104.67,39.86,"10","SEA",-122.30,47.44,81
"21","DEN",-104.67,39.86,"23","SJC",-121.92,37.36,1
"17","DEN",-104.67,39.86,"19","PHX",-112.01,33.43,130
"08","DEN",-104.67,39.86,"09","RNO",-119.76,39.49,2
"06","DEN",-104.67,39.86,"09","TUL",-95.88,36.19,89
"21","DEN",-104.67,39.86,"00","STL",-90.37,38.74,34
"12","DEN",-104.67,39.86,"13","RNO",-119.76,39.49,165
"18","DEN",-104.67,39.86,"22","SAT",-98.46,29.53,1
"08","DEN",-104.67,39.86,"10","RNO",-119.76,39.49,170
"10","DEN",-104.67,39.86,"13","SGF",-93.38,37.24,64
"17","DEN",-104.67,39.86,"18","SFO",-122.37,37.61,172
"13","DEN",-104.67,39.86,"16","TUL",-95.88,36.19,67
"16","DEN",-104.67,39.86,"17","SLC",-111.97,40.78,15
"16","DEN",-104.67,39.86,"17","PHX",-112.01,33.43,83
"15","DEN",-104.67,39.86,"18","STL",-90.37,38.74,86
"13","DEN",-104.67,39.86,"15","TUL",-95.88,36.19,15
"21","DEN",-104.67,39.86,"23","PHX",-112.01,33.43,39
"12","DEN",-104.67,39.86,"13","SEA",-122.30,47.44,162
"10","DEN",-104.67,39.86,"14","SGF",-93.38,37.24,15
"13","DEN",-104.67,39.86,"14","SFO",-122.37,37.61,84
"20","DEN",-104.67,39.86,"21","TUS",-110.94,32.11,37
"13","DEN",-104.67,39.86,"13","RNO",-119.76,39.49,1
"19","DEN",-104.67,39.86,"22","SAT",-98.46,29.53,83
"20","DEN",-104.67,39.86,"22","TUS",-110.94,32.11,121
"18","DEN",-104.67,39.86,"19","SLC",-111.97,40.78,78
"18","DEN",-104.67,39.86,"21","TUL",-95.88,36.19,86
"20","DEN",-104.67,39.86,"22","RNO",-119.76,39.49,72
"12","DEN",-104.67,39.86,"13","PSP",-116.50,33.82,87
"14","DEN",-104.67,39.86,"16","SLC",-111.97,40.78,74
"14","DEN",-104.67,39.86,"15","PHX",-112.01,33.43,24
