"DepHour","Origin","OrigLong","OrigLat","ArrHour","Dest","DestLong","DestLat","n"
"15","MEM",-89.97,35.04,"18","IAD",-77.45,38.94,25
"12","MEM",-89.97,35.04,"13","MGM",-86.39,32.30,86
"20","MEM",-89.97,35.04,"23","PBI",-80.09,26.68,12
"19","MEM",-89.97,35.04,"22","IND",-86.29,39.71,30
"19","MEM",-89.97,35.04,"22","IAD",-77.45,38.94,29
"20","MEM",-89.97,35.04,"21","LAS",-115.15,36.08,80
"16","MEM",-89.97,35.04,"19","IAD",-77.45,38.94,54
"18","MEM",-89.97,35.04,"19","ORD",-87.90,41.97,73
"12","MEM",-89.97,35.04,"13","IND",-86.29,39.71,23
"12","MEM",-89.97,35.04,"14","IND",-86.29,39.71,63
"12","MEM",-89.97,35.04,"16","JFK",-73.77,40.63,81
"12","MEM",-89.97,35.04,"15","LGA",-73.87,40.77,82
"12","MEM",-89.97,35.04,"13","MCI",-94.71,39.29,82
"10","MEM",-89.97,35.04,"12","LAX",-118.40,33.94,1
"12","MEM",-89.97,35.04,"15","IAD",-77.45,38.94,85
"12","MEM",-89.97,35.04,"14","LAX",-118.40,33.94,81
"12","MEM",-89.97,35.04,"13","HSV",-86.77,34.63,85
"15","MEM",-89.97,35.04,"17","MKE",-87.89,42.94,76
"15","MEM",-89.97,35.04,"17","MCI",-94.71,39.29,86
"20","MEM",-89.97,35.04,"22","IND",-86.29,39.71,32
"09","MEM",-89.97,35.04,"09","HSV",-86.77,34.63,68
"22","MEM",-89.97,35.04,"23","HSV",-86.77,34.63,72
"20","MEM",-89.97,35.04,"20","JAN",-90.07,32.31,68
"16","MEM",-89.97,35.04,"17","HSV",-86.77,34.63,81
"20","MEM",-89.97,35.04,"21","OKC",-97.60,35.39,82
"20","MEM",-89.97,35.04,"22","IAD",-77.45,38.94,46
"20","MEM",-89.97,35.04,"20","HSV",-86.77,34.63,75
"14","MEM",-89.97,35.04,"16","ORD",-87.90,41.97,72
"15","MEM",-89.97,35.04,"17","LAX",-118.40,33.94,52
"11","MFE",-98.23,26.17,"12","IAH",-95.34,29.98,88
"18","MFE",-98.23,26.17,"19","IAH",-95.34,29.98,80
"16","MFE",-98.23,26.17,"17","IAH",-95.34,29.98,78
"09","MFE",-98.23,26.17,"10","IAH",-95.34,29.98,83
"06","MFE",-98.23,26.17,"07","IAH",-95.34,29.98,78
"15","MFR",-122.87,42.37,"16","SFO",-122.37,37.61,61
"11","MFR",-122.87,42.37,"12","SFO",-122.37,37.61,138
"17","MFR",-122.87,42.37,"18","RDM",-121.15,44.25,86
"16","MFR",-122.87,42.37,"17","SFO",-122.37,37.61,20
"13","MFR",-122.87,42.37,"14","SFO",-122.37,37.61,3
"14","MFR",-122.87,42.37,"15","SFO",-122.37,37.61,38
"06","MFR",-122.87,42.37,"07","SFO",-122.37,37.61,73
"18","MFR",-122.87,42.37,"19","SFO",-122.37,37.61,91
"10","MFR",-122.87,42.37,"12","SFO",-122.37,37.61,31
"06","MFR",-122.87,42.37,"08","SFO",-122.37,37.61,62
"07","MFR",-122.87,42.37,"08","SFO",-122.37,37.61,29
"15","MFR",-122.87,42.37,"18","DEN",-104.67,39.86,82
"07","MFR",-122.87,42.37,"08","EUG",-123.21,44.12,87
"07","MFR",-122.87,42.37,"12","DEN",-104.67,39.86,1
"15","MFR",-122.87,42.37,"15","LMT",-121.73,42.15,29
"22","MGM",-86.39,32.30,"22","BTR",-91.14,30.53,73
"17","MGM",-86.39,32.30,"18","ATL",-84.42,33.63,72
"19","MGM",-86.39,32.30,"20","ATL",-84.42,33.63,86
"07","MGM",-86.39,32.30,"09","ATL",-84.42,33.63,90
"17","MGM",-86.39,32.30,"19","ATL",-84.42,33.63,17
"22","MGM",-86.39,32.30,"23","BTR",-91.14,30.53,14
"10","MGM",-86.39,32.30,"12","ATL",-84.42,33.63,90
"12","MGM",-86.39,32.30,"12","BHM",-86.75,33.56,74
"14","MGM",-86.39,32.30,"15","ATL",-84.42,33.63,89
"17","MGM",-86.39,32.30,"18","MEM",-89.97,35.04,81
"14","MGM",-86.39,32.30,"15","MEM",-89.97,35.04,88
"07","MGM",-86.39,32.30,"07","MEM",-89.97,35.04,60
"12","MGM",-86.39,32.30,"12","MLU",-92.03,32.51,16
"07","MGM",-86.39,32.30,"08","MEM",-89.97,35.04,31
"11","MHT",-71.43,42.93,"13","PIT",-80.23,40.49,84
"05","MHT",-71.43,42.93,"06","BTV",-73.15,44.47,1
"15","MHT",-71.43,42.93,"16","ALB",-73.80,42.74,90
"20","MHT",-71.43,42.93,"21","BGR",-68.82,44.80,61
"09","MHT",-71.43,42.93,"10","BTV",-73.15,44.47,28
"07","MHT",-71.43,42.93,"08","ORD",-87.90,41.97,30
"06","MHT",-71.43,42.93,"07","PHL",-75.24,39.87,91
"07","MHT",-71.43,42.93,"09","ORD",-87.90,41.97,61
"15","MHT",-71.43,42.93,"16","PHL",-75.24,39.87,89
"19","MIA",-80.29,25.79,"22","PIT",-80.23,40.49,28
"13","MIA",-80.29,25.79,"17","STT",-64.97,18.33,56
"07","MIA",-80.29,25.79,"09","RDU",-78.78,35.87,90
"20","MIA",-80.29,25.79,"20","STL",-90.37,38.74,1
"16","MIA",-80.29,25.79,"19","SFO",-122.37,37.61,3
"19","MIA",-80.29,25.79,"21","STL",-90.37,38.74,130
"13","MIA",-80.29,25.79,"16","SJU",-66.00,18.43,29
"08","MIA",-80.29,25.79,"10","STL",-90.37,38.74,66
"15","MIA",-80.29,25.79,"18","SJU",-66.00,18.43,39
"10","MIA",-80.29,25.79,"14","STT",-64.97,18.33,1
"06","MIA",-80.29,25.79,"06","TPA",-82.53,27.97,1
"10","MIA",-80.29,25.79,"13","STT",-64.97,18.33,2
"11","MIA",-80.29,25.79,"14","RDU",-78.78,35.87,14
"08","MIA",-80.29,25.79,"11","SFO",-122.37,37.61,59
"16","MIA",-80.29,25.79,"19","SJU",-66.00,18.43,65
"12","MIA",-80.29,25.79,"13","STL",-90.37,38.74,24
"18","MIA",-80.29,25.79,"21","SJU",-66.00,18.43,20
"17","MIA",-80.29,25.79,"20","STX",-64.79,17.70,28
"16","MIA",-80.29,25.79,"18","STL",-90.37,38.74,45
"13","MIA",-80.29,25.79,"14","TPA",-82.53,27.97,150
"18","MIA",-80.29,25.79,"22","SJU",-66.00,18.43,5
"13","MIA",-80.29,25.79,"16","STT",-64.97,18.33,7
"08","MIA",-80.29,25.79,"09","SRQ",-82.55,27.39,37
"06","MIA",-80.29,25.79,"06","RSW",-81.75,26.53,30
"14","MIA",-80.29,25.79,"17","SFO",-122.37,37.61,24
"17","MIA",-80.29,25.79,"19","SFO",-122.37,37.61,22
"16","MIA",-80.29,25.79,"18","SJU",-66.00,18.43,23
"09","MIA",-80.29,25.79,"13","STT",-64.97,18.33,61
"16","MIA",-80.29,25.79,"16","TPA",-82.53,27.97,89
"20","MIA",-80.29,25.79,"21","STL",-90.37,38.74,36
"17","MIA",-80.29,25.79,"21","SJU",-66.00,18.43,11
"12","MIA",-80.29,25.79,"14","STL",-90.37,38.74,4
"17","MIA",-80.29,25.79,"20","SFO",-122.37,37.61,81
"16","MIA",-80.29,25.79,"19","PIT",-80.23,40.49,60
"17","MIA",-80.29,25.79,"21","STX",-64.79,17.70,60
"16","MIA",-80.29,25.79,"17","TPA",-82.53,27.97,37
"09","MIA",-80.29,25.79,"12","STT",-64.97,18.33,22
"13","MIA",-80.29,25.79,"15","STT",-64.97,18.33,19
"18","MIA",-80.29,25.79,"19","TPA",-82.53,27.97,164
"11","MIA",-80.29,25.79,"12","TLH",-84.35,30.39,88
"12","MIA",-80.29,25.79,"13","TPA",-82.53,27.97,205
"19","MIA",-80.29,25.79,"22","SJU",-66.00,18.43,36
"11","MIA",-80.29,25.79,"12","TPA",-82.53,27.97,99
"15","MIA",-80.29,25.79,"16","TPA",-82.53,27.97,71
"18","MIA",-80.29,25.79,"20","RDU",-78.78,35.87,89
"16","MIA",-80.29,25.79,"17","STL",-90.37,38.74,24
"18","MIA",-80.29,25.79,"20","SFO",-122.37,37.61,1
"06","MIA",-80.29,25.79,"07","TPA",-82.53,27.97,68
"17","MIA",-80.29,25.79,"20","SJU",-66.00,18.43,74
"20","MIA",-80.29,25.79,"22","PIT",-80.23,40.49,49
"21","MIA",-80.29,25.79,"01","SJU",-66.00,18.43,15
"09","MIA",-80.29,25.79,"10","TPA",-82.53,27.97,76
"12","MIA",-80.29,25.79,"14","PIT",-80.23,40.49,29
"11","MIA",-80.29,25.79,"13","RDU",-78.78,35.87,76
"09","MIA",-80.29,25.79,"11","SJU",-66.00,18.43,48
"12","MIA",-80.29,25.79,"15","SJU",-66.00,18.43,12
"20","MIA",-80.29,25.79,"21","TPA",-82.53,27.97,175
"13","MIA",-80.29,25.79,"15","PIT",-80.23,40.49,60
"17","MIA",-80.29,25.79,"19","STL",-90.37,38.74,2
"13","MIA",-80.29,25.79,"15","SJU",-66.00,18.43,21
"13","MIA",-80.29,25.79,"17","SJU",-66.00,18.43,107
"06","MIA",-80.29,25.79,"08","TPA",-82.53,27.97,1
"08","MIA",-80.29,25.79,"09","TPA",-82.53,27.97,84
"06","MIA",-80.29,25.79,"07","RSW",-81.75,26.53,29
"12","MIA",-80.29,25.79,"12","TPA",-82.53,27.97,83
"09","MIA",-80.29,25.79,"12","SJU",-66.00,18.43,130
"20","MIA",-80.29,25.79,"23","SJU",-66.00,18.43,13
"14","MIA",-80.29,25.79,"17","SJU",-66.00,18.43,14
"08","MIA",-80.29,25.79,"09","TLH",-84.35,30.39,89
"13","MIA",-80.29,25.79,"15","STL",-90.37,38.74,20
"17","MIA",-80.29,25.79,"18","TLH",-84.35,30.39,90
"17","MIA",-80.29,25.79,"18","TPA",-82.53,27.97,35
"11","MIA",-80.29,25.79,"11","TPA",-82.53,27.97,89
"15","MIA",-80.29,25.79,"17","STL",-90.37,38.74,19
"15","MIA",-80.29,25.79,"17","SJU",-66.00,18.43,21
"07","MIA",-80.29,25.79,"08","TLH",-84.35,30.39,75
"07","MIA",-80.29,25.79,"08","TPA",-82.53,27.97,184
"07","MIA",-80.29,25.79,"09","TPA",-82.53,27.97,1
"13","MIA",-80.29,25.79,"15","RDU",-78.78,35.87,27
"05","MIA",-80.29,25.79,"06","RSW",-81.75,26.53,61
"15","MIA",-80.29,25.79,"16","STL",-90.37,38.74,21
"16","MIA",-80.29,25.79,"19","ATL",-84.42,33.63,1
"01","MIA",-80.29,25.79,"01","ATL",-84.42,33.63,1
"15","MIA",-80.29,25.79,"17","BOS",-71.00,42.36,3
"07","MIA",-80.29,25.79,"11","DCA",-77.03,38.85,1
"07","MIA",-80.29,25.79,"10","DCA",-77.03,38.85,90
"11","MIA",-80.29,25.79,"14","BWI",-76.66,39.17,91
"07","MIA",-80.29,25.79,"08","FLL",-80.15,26.07,30
"19","MIA",-80.29,25.79,"21","CLT",-80.94,35.21,89
"09","MIA",-80.29,25.79,"11","ATL",-84.42,33.63,155
"11","MIA",-80.29,25.79,"12","FLL",-80.15,26.07,47
"18","MIA",-80.29,25.79,"20","ATL",-84.42,33.63,75
"10","MIA",-80.29,25.79,"12","ATL",-84.42,33.63,41
"07","MIA",-80.29,25.79,"07","FLL",-80.15,26.07,134
"21","MIA",-80.29,25.79,"00","EWR",-74.16,40.69,41
"13","MIA",-80.29,25.79,"15","DCA",-77.03,38.85,160
"18","MIA",-80.29,25.79,"21","DFW",-97.03,32.89,74
"13","MIA",-80.29,25.79,"14","DCA",-77.03,38.85,1
"14","MIA",-80.29,25.79,"14","DFW",-97.03,32.89,1
"19","MIA",-80.29,25.79,"22","BOS",-71.00,42.36,79
"06","MIA",-80.29,25.79,"06","FLL",-80.15,26.07,61
"15","MIA",-80.29,25.79,"17","DFW",-97.03,32.89,91
"17","MIA",-80.29,25.79,"19","DEN",-104.67,39.86,174
"21","MIA",-80.29,25.79,"21","FLL",-80.15,26.07,16
"16","MIA",-80.29,25.79,"19","EWR",-74.16,40.69,67
"16","MIA",-80.29,25.79,"19","BOS",-71.00,42.36,87
"14","MIA",-80.29,25.79,"16","DFW",-97.03,32.89,47
"10","MIA",-80.29,25.79,"13","DAY",-84.21,39.90,91
"13","MIA",-80.29,25.79,"14","CHS",-80.04,32.89,88
"19","MIA",-80.29,25.79,"21","DFW",-97.03,32.89,15
"13","MIA",-80.29,25.79,"14","ATL",-84.42,33.63,86
"13","MIA",-80.29,25.79,"16","DTW",-83.35,42.21,13
"17","MIA",-80.29,25.79,"19","ATL",-84.42,33.63,85
"11","MIA",-80.29,25.79,"11","FLL",-80.15,26.07,69
"21","MIA",-80.29,25.79,"22","FLL",-80.15,26.07,39
"13","MIA",-80.29,25.79,"16","EWR",-74.16,40.69,24
"11","MIA",-80.29,25.79,"13","ATL",-84.42,33.63,80
"07","MIA",-80.29,25.79,"09","ATL",-84.42,33.63,28
"16","MIA",-80.29,25.79,"18","BOS",-71.00,42.36,28
"15","MIA",-80.29,25.79,"18","EWR",-74.16,40.69,16
"14","MIA",-80.29,25.79,"16","ATL",-84.42,33.63,132
"19","MIA",-80.29,25.79,"21","ATL",-84.42,33.63,89
"08","MIA",-80.29,25.79,"10","ATL",-84.42,33.63,137
"20","MIA",-80.29,25.79,"20","FLL",-80.15,26.07,89
"18","MIA",-80.29,25.79,"21","DAY",-84.21,39.90,90
"11","MIA",-80.29,25.79,"13","DCA",-77.03,38.85,81
"05","MIA",-80.29,25.79,"06","FLL",-80.15,26.07,1
"09","MIA",-80.29,25.79,"10","ATL",-84.42,33.63,16
"08","MIA",-80.29,25.79,"09","GNV",-82.27,29.69,77
"23","MIA",-80.29,25.79,"23","FLL",-80.15,26.07,1
"10","MIA",-80.29,25.79,"12","CLT",-80.94,35.21,56
"11","MIA",-80.29,25.79,"13","CLT",-80.94,35.21,89
"22","MIA",-80.29,25.79,"00","EWR",-74.16,40.69,14
"11","MIA",-80.29,25.79,"13","CVG",-84.66,39.04,91
"17","MIA",-80.29,25.79,"19","CLE",-81.84,41.41,15
"17","MIA",-80.29,25.79,"18","EYW",-81.75,24.55,91
"12","MIA",-80.29,25.79,"15","EWR",-74.16,40.69,42
"15","MIA",-80.29,25.79,"16","CLT",-80.94,35.21,27
"11","MIA",-80.29,25.79,"12","ATL",-84.42,33.63,46
"19","MIA",-80.29,25.79,"22","DCA",-77.03,38.85,28
"12","MIA",-80.29,25.79,"14","BOS",-71.00,42.36,90
"20","MIA",-80.29,25.79,"21","EYW",-81.75,24.55,77
"07","MIA",-80.29,25.79,"09","DCA",-77.03,38.85,27
"20","MIA",-80.29,25.79,"22","BWI",-76.66,39.17,14
"10","MIA",-80.29,25.79,"10","EYW",-81.75,24.55,90
"13","MIA",-80.29,25.79,"14","EYW",-81.75,24.55,87
"10","MIA",-80.29,25.79,"13","EWR",-74.16,40.69,49
"20","MIA",-80.29,25.79,"22","DCA",-77.03,38.85,51
"21","MIA",-80.29,25.79,"21","EWR",-74.16,40.69,2
"09","MIA",-80.29,25.79,"11","DEN",-104.67,39.86,115
"14","MIA",-80.29,25.79,"14","EYW",-81.75,24.55,92
"17","MIA",-80.29,25.79,"19","CVG",-84.66,39.04,16
"17","MIA",-80.29,25.79,"20","DTW",-83.35,42.21,85
"17","MIA",-80.29,25.79,"19","BWI",-76.66,39.17,91
"19","MIA",-80.29,25.79,"21","BWI",-76.66,39.17,62
"17","MIA",-80.29,25.79,"20","DCA",-77.03,38.85,86
"08","MIA",-80.29,25.79,"09","CLT",-80.94,35.21,92
"20","MIA",-80.29,25.79,"22","ATL",-84.42,33.63,82
"08","MIA",-80.29,25.79,"10","DFW",-97.03,32.89,146
"13","MIA",-80.29,25.79,"15","ATL",-84.42,33.63,84
"13","MIA",-80.29,25.79,"15","DFW",-97.03,32.89,14
"10","MIA",-80.29,25.79,"11","EWR",-74.16,40.69,1
"06","MIA",-80.29,25.79,"07","ATL",-84.42,33.63,89
"08","MIA",-80.29,25.79,"09","EYW",-81.75,24.55,90
"06","MIA",-80.29,25.79,"08","ATL",-84.42,33.63,50
"07","MIA",-80.29,25.79,"08","ATL",-84.42,33.63,29
"19","MIA",-80.29,25.79,"20","FLL",-80.15,26.07,16
"14","MIA",-80.29,25.79,"17","DTW",-83.35,42.21,84
"17","MIA",-80.29,25.79,"20","CLE",-81.84,41.41,63
"16","MIA",-80.29,25.79,"16","FLL",-80.15,26.07,2
"16","MIA",-80.29,25.79,"18","ATL",-84.42,33.63,73
"07","MIA",-80.29,25.79,"09","DFW",-97.03,32.89,24
"12","MIA",-80.29,25.79,"15","BOS",-71.00,42.36,31
"15","MIA",-80.29,25.79,"18","DCA",-77.03,38.85,15
"12","MIA",-80.29,25.79,"15","DFW",-97.03,32.89,68
"17","MIA",-80.29,25.79,"18","FLL",-80.15,26.07,1
"08","MIA",-80.29,25.79,"10","DCA",-77.03,38.85,16
"15","MIA",-80.29,25.79,"16","ATL",-84.42,33.63,61
"12","MIA",-80.29,25.79,"14","ATL",-84.42,33.63,85
"08","MIA",-80.29,25.79,"08","DFW",-97.03,32.89,1
"12","MIA",-80.29,25.79,"13","GNV",-82.27,29.69,89
"15","MIA",-80.29,25.79,"20","BOS",-71.00,42.36,1
"09","MIA",-80.29,25.79,"12","DTW",-83.35,42.21,89
"17","MIA",-80.29,25.79,"18","GNV",-82.27,29.69,88
"15","MIA",-80.29,25.79,"18","BOS",-71.00,42.36,44
"17","MIA",-80.29,25.79,"17","FLL",-80.15,26.07,87
"21","MIA",-80.29,25.79,"23","EWR",-74.16,40.69,55
"09","MIA",-80.29,25.79,"12","EWR",-74.16,40.69,16
"12","MIA",-80.29,25.79,"15","CLE",-81.84,41.41,61
"16","MIA",-80.29,25.79,"18","IAD",-77.45,38.94,1
"15","MIA",-80.29,25.79,"15","LGA",-73.87,40.77,1
"14","MIA",-80.29,25.79,"16","LAX",-118.40,33.94,57
"15","MIA",-80.29,25.79,"16","IAH",-95.34,29.98,82
"10","MIA",-80.29,25.79,"13","LGA",-73.87,40.77,90
"18","MIA",-80.29,25.79,"18","MCO",-81.30,28.42,27
"15","MIA",-80.29,25.79,"16","MCO",-81.30,28.42,62
"08","MIA",-80.29,25.79,"10","LAX",-118.40,33.94,154
"08","MIA",-80.29,25.79,"11","HOU",-95.27,29.64,1
"13","MIA",-80.29,25.79,"15","HOU",-95.27,29.64,150
"12","MIA",-80.29,25.79,"14","LAX",-118.40,33.94,3
"07","MIA",-80.29,25.79,"08","MEM",-89.97,35.04,6
"12","MIA",-80.29,25.79,"12","LAX",-118.40,33.94,2
"12","MIA",-80.29,25.79,"14","ORD",-87.90,41.97,81
"07","MIA",-80.29,25.79,"09","IAD",-77.45,38.94,9
"09","MIA",-80.29,25.79,"11","ORD",-87.90,41.97,59
"13","MIA",-80.29,25.79,"16","MSP",-93.22,44.88,81
"18","MIA",-80.29,25.79,"22","LGA",-73.87,40.77,1
"10","MIA",-80.29,25.79,"11","ORD",-87.90,41.97,1
"13","MIA",-80.29,25.79,"13","MSY",-90.25,29.99,12
"20","MIA",-80.29,25.79,"23","JFK",-73.77,40.63,12
"14","MIA",-80.29,25.79,"14","MCO",-81.30,28.42,2
"19","MIA",-80.29,25.79,"21","ORD",-87.90,41.97,81
"16","MIA",-80.29,25.79,"17","MCO",-81.30,28.42,137
"13","MIA",-80.29,25.79,"13","PHL",-75.24,39.87,1
"18","MIA",-80.29,25.79,"20","PHL",-75.24,39.87,62
"07","MIA",-80.29,25.79,"10","IAD",-77.45,38.94,27
"14","MIA",-80.29,25.79,"15","MSY",-90.25,29.99,81
"14","MIA",-80.29,25.79,"17","JFK",-73.77,40.63,16
"15","MIA",-80.29,25.79,"15","MCO",-81.30,28.42,92
"11","MIA",-80.29,25.79,"13","ORD",-87.90,41.97,23
"18","MIA",-80.29,25.79,"21","IAD",-77.45,38.94,14
"15","MIA",-80.29,25.79,"17","LGA",-73.87,40.77,29
"18","MIA",-80.29,25.79,"18","PHL",-75.24,39.87,1
"20","MIA",-80.29,25.79,"23","LGA",-73.87,40.77,66
"17","MIA",-80.29,25.79,"21","LGA",-73.87,40.77,1
"16","MIA",-80.29,25.79,"19","LGA",-73.87,40.77,19
"10","MIA",-80.29,25.79,"10","LGA",-73.87,40.77,1
"18","MIA",-80.29,25.79,"20","ORD",-87.90,41.97,89
"12","MIA",-80.29,25.79,"14","IAD",-77.45,38.94,159
"18","MIA",-80.29,25.79,"20","LGA",-73.87,40.77,80
"08","MIA",-80.29,25.79,"10","JFK",-73.77,40.63,35
"08","MIA",-80.29,25.79,"08","JFK",-73.77,40.63,1
"17","MIA",-80.29,25.79,"19","LAX",-118.40,33.94,29
"22","MIA",-80.29,25.79,"00","PHL",-75.24,39.87,14
"12","MIA",-80.29,25.79,"15","LAX",-118.40,33.94,67
"17","MIA",-80.29,25.79,"20","LGA",-73.87,40.77,77
"12","MIA",-80.29,25.79,"15","JFK",-73.77,40.63,62
"07","MIA",-80.29,25.79,"10","JFK",-73.77,40.63,47
"21","MIA",-80.29,25.79,"00","JFK",-73.77,40.63,4
"18","MIA",-80.29,25.79,"20","MSP",-93.22,44.88,84
"18","MIA",-80.29,25.79,"21","LGA",-73.87,40.77,16
"08","MIA",-80.29,25.79,"09","PBI",-80.09,26.68,61
"10","MIA",-80.29,25.79,"12","ORD",-87.90,41.97,87
"19","MIA",-80.29,25.79,"19","MCO",-81.30,28.42,66
"14","MIA",-80.29,25.79,"16","ORD",-87.90,41.97,87
"18","MIA",-80.29,25.79,"19","MCO",-81.30,28.42,140
"15","MIA",-80.29,25.79,"16","JAX",-81.68,30.49,165
"08","MIA",-80.29,25.79,"09","JAX",-81.68,30.49,139
"14","MIA",-80.29,25.79,"16","JFK",-73.77,40.63,85
"07","MIA",-80.29,25.79,"10","PHL",-75.24,39.87,45
"12","MIA",-80.29,25.79,"15","LGA",-73.87,40.77,17
"16","MIA",-80.29,25.79,"19","JFK",-73.77,40.63,75
"21","MIA",-80.29,25.79,"23","LGA",-73.87,40.77,15
"13","MIA",-80.29,25.79,"15","PHL",-75.24,39.87,71
"14","MIA",-80.29,25.79,"15","ORD",-87.90,41.97,1
"07","MIA",-80.29,25.79,"10","LGA",-73.87,40.77,80
"07","MIA",-80.29,25.79,"09","MCI",-94.71,39.29,80
"11","MIA",-80.29,25.79,"14","JFK",-73.77,40.63,4
"11","MIA",-80.29,25.79,"12","JAX",-81.68,30.49,161
"08","MIA",-80.29,25.79,"09","MCO",-81.30,28.42,177
"13","MIA",-80.29,25.79,"14","JAX",-81.68,30.49,115
"12","MIA",-80.29,25.79,"13","MCO",-81.30,28.42,157
"08","MIA",-80.29,25.79,"10","LGA",-73.87,40.77,76
"22","MIA",-80.29,25.79,"01","JFK",-73.77,40.63,32
"12","MIA",-80.29,25.79,"13","ORD",-87.90,41.97,4
"06","MIA",-80.29,25.79,"08","MEM",-89.97,35.04,81
"22","MIA",-80.29,25.79,"00","JFK",-73.77,40.63,29
"11","MIA",-80.29,25.79,"12","MCO",-81.30,28.42,81
"18","MIA",-80.29,25.79,"19","LAX",-118.40,33.94,2
"12","MIA",-80.29,25.79,"14","PHL",-75.24,39.87,58
"17","MIA",-80.29,25.79,"20","PHL",-75.24,39.87,59
"18","MIA",-80.29,25.79,"19","IAH",-95.34,29.98,87
"07","MIA",-80.29,25.79,"09","PHL",-75.24,39.87,41
"08","MIA",-80.29,25.79,"10","HOU",-95.27,29.64,82
"17","MIA",-80.29,25.79,"18","MSY",-90.25,29.99,77
"20","MIA",-80.29,25.79,"21","MSY",-90.25,29.99,86
"18","MIA",-80.29,25.79,"21","JFK",-73.77,40.63,80
"08","MIA",-80.29,25.79,"09","MSY",-90.25,29.99,89
"07","MIA",-80.29,25.79,"08","IAH",-95.34,29.98,175
"17","MIA",-80.29,25.79,"19","HOU",-95.27,29.64,71
"18","MIA",-80.29,25.79,"19","JFK",-73.77,40.63,1
"17","MIA",-80.29,25.79,"19","MEM",-89.97,35.04,87
"07","MIA",-80.29,25.79,"08","MCO",-81.30,28.42,78
"18","MIA",-80.29,25.79,"20","LAX",-118.40,33.94,65
"19","MIA",-80.29,25.79,"20","IAH",-95.34,29.98,12
"23","MIA",-80.29,25.79,"01","JFK",-73.77,40.63,4
"19","MIA",-80.29,25.79,"20","JAX",-81.68,30.49,92
"13","MIA",-80.29,25.79,"14","MEM",-89.97,35.04,85
"07","MIA",-80.29,25.79,"09","ORD",-87.90,41.97,59
"17","MIA",-80.29,25.79,"19","IAD",-77.45,38.94,51
"13","MIA",-80.29,25.79,"16","LGA",-73.87,40.77,63
"17","MIA",-80.29,25.79,"18","MCO",-81.30,28.42,15
"20","MIA",-80.29,25.79,"21","MCO",-81.30,28.42,137
"08","MIA",-80.29,25.79,"11","JFK",-73.77,40.63,60
"17","MIA",-80.29,25.79,"20","IAD",-77.45,38.94,61
"13","MIA",-80.29,25.79,"16","JFK",-73.77,40.63,88
"12","MIA",-80.29,25.79,"14","IAH",-95.34,29.98,83
"09","MIA",-80.29,25.79,"12","LGA",-73.87,40.77,14
"14","MIA",-80.29,25.79,"16","LGA",-73.87,40.77,80
"12","MIA",-80.29,25.79,"15","PHL",-75.24,39.87,16
"10","MIA",-80.29,25.79,"11","MCO",-81.30,28.42,143
"10","MIA",-80.29,25.79,"11","MEM",-89.97,35.04,86
"13","MIA",-80.29,25.79,"14","MCO",-81.30,28.42,181
"15","MIA",-80.29,25.79,"18","LGA",-73.87,40.77,14
"15","MIA",-80.29,25.79,"18","JFK",-73.77,40.63,25
"13","MIA",-80.29,25.79,"16","IAD",-77.45,38.94,13
"12","MIA",-80.29,25.79,"13","MSY",-90.25,29.99,72
"09","MIA",-80.29,25.79,"10","ORD",-87.90,41.97,30
"06","MIA",-80.29,25.79,"07","MCO",-81.30,28.42,121
"07","MKE",-87.89,42.94,"09","STL",-90.37,38.74,67
"07","MKE",-87.89,42.94,"08","STL",-90.37,38.74,23
"13","MKE",-87.89,42.94,"15","PIT",-80.23,40.49,31
"12","MKE",-87.89,42.94,"14","PIT",-80.23,40.49,61
"10","MKE",-87.89,42.94,"12","PIT",-80.23,40.49,90
"18","MKE",-87.89,42.94,"19","STL",-90.37,38.74,84
"16","MKE",-87.89,42.94,"18","STL",-90.37,38.74,88
"12","MKE",-87.89,42.94,"13","STL",-90.37,38.74,63
"14","MKE",-87.89,42.94,"16","STL",-90.37,38.74,83
"18","MKE",-87.89,42.94,"20","PIT",-80.23,40.49,90
"09","MKE",-87.89,42.94,"10","STL",-90.37,38.74,90
"12","MKE",-87.89,42.94,"14","CLE",-81.84,41.41,84
"07","MKE",-87.89,42.94,"10","ATL",-84.42,33.63,92
"16","MKE",-87.89,42.94,"18","DTW",-83.35,42.21,65
"17","MKE",-87.89,42.94,"19","DTW",-83.35,42.21,1
"07","MKE",-87.89,42.94,"13","BNA",-86.67,36.12,1
"07","MKE",-87.89,42.94,"09","BNA",-86.67,36.12,89
"06","MKE",-87.89,42.94,"07","DEN",-104.67,39.86,86
"15","MKE",-87.89,42.94,"18","ATL",-84.42,33.63,90
"12","MKE",-87.89,42.94,"13","BNA",-86.67,36.12,91
"17","MKE",-87.89,42.94,"18","BNA",-86.67,36.12,85
"14","MKE",-87.89,42.94,"16","DTW",-83.35,42.21,80
"18","MKE",-87.89,42.94,"20","DTW",-83.35,42.21,81
"09","MKE",-87.89,42.94,"11","DTW",-83.35,42.21,88
"12","MKE",-87.89,42.94,"15","ATL",-84.42,33.63,85
"06","MKE",-87.89,42.94,"08","DTW",-83.35,42.21,86
"15","MKE",-87.89,42.94,"17","CLE",-81.84,41.41,49
"06","MKE",-87.89,42.94,"08","DEN",-104.67,39.86,88
"12","MKE",-87.89,42.94,"14","ATL",-84.42,33.63,1
"15","MKE",-87.89,42.94,"16","DEN",-104.67,39.86,172
